loan_id,date_key,grade_key,purpose_key,ownership_key,status_key,term_months,term_label,loan_amnt,int_rate,installment,emp_length,emp_length_num,annual_inc,annual_inc_capped,annual_inc_flagged,dti,dti_band,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,delinq_2yrs,revol_util,total_acc,loan_to_income_pct,repayment_progress_pct,income_band,loan_size_band
102314,20260401,2,3,2,2,60,60 months,21800,27.2,668.28,7 years,7,72300,72300,0,13.37,Medium (10–20),16418.21,8623.61,7330.07,1293.54,0.0,0.0,0,14.2,30,30.15,33.62,50–75K,Very Large (20K+)
102315,20250501,2,2,3,2,60,60 months,23700,20.14,629.75,7 years,7,48500,48500,0,2.96,Low (0–10),18492.21,7801.99,6631.69,1170.3,0.0,0.0,0,75.8,34,48.87,27.98,30–50K,Very Large (20K+)
102316,20260501,8,3,1,2,60,60 months,26300,22.46,733.27,2 years,2,99500,99500,0,30.99,Very High (30+),21631.6,8392.69,7133.79,1258.9,0.0,0.0,0,6.9,28,26.43,27.12,75–100K,Very Large (20K+)
102317,20251101,17,3,3,2,36,36 months,2800,15.55,97.82,2 years,2,59900,59900,0,31.83,Very High (30+),1740.06,1310.13,1113.61,196.52,0.0,0.0,1,52.1,20,4.67,39.77,50–75K,Small (<5K)
102318,20250101,30,2,3,5,36,36 months,6800,18.12,246.25,7 years,7,59500,59500,0,17.29,Medium (10–20),5297.11,1678.4,1426.64,251.76,0.0,0.0,2,16.5,30,11.43,20.98,50–75K,Medium (5–10K)
102319,20260401,24,3,3,2,36,36 months,4700,15.57,164.24,3 years,3,50300,50300,0,14.21,Medium (10–20),2084.82,3170.36,2694.81,475.55,0.0,0.0,1,21.7,10,9.34,57.34,50–75K,Small (<5K)
102320,20240701,27,3,3,1,60,60 months,32400,25.6,962.41,5 years,5,52400,52400,0,18.74,Medium (10–20),26700.28,6490.53,5516.95,973.58,6223.03,1120.15,2,79.7,26,61.83,17.03,50–75K,Very Large (20K+)
102321,20260101,1,6,3,2,60,60 months,20200,12.91,458.68,< 1 year,0,51700,51700,0,15.05,Medium (10–20),16483.03,3971.76,3376.0,595.76,0.0,0.0,0,48.4,7,39.07,16.71,50–75K,Very Large (20K+)
102322,20260601,6,4,1,2,36,36 months,6200,13.12,209.26,5 years,5,99200,99200,0,28.36,High (20–30),5328.7,1013.75,861.69,152.06,0.0,0.0,0,50.2,29,6.25,13.9,75–100K,Medium (5–10K)
102323,20260301,35,2,3,2,36,36 months,11500,19.77,426.03,1 year,1,28600,28600,0,34.59,Very High (30+),9836.22,2465.75,2095.89,369.86,0.0,0.0,0,49.7,33,40.21,18.23,Under 30K,Large (10–20K)
102324,20251001,20,2,1,2,36,36 months,17900,10.81,584.41,5 years,5,55200,55200,0,2.44,Low (0–10),13757.3,5855.31,4977.01,878.3,0.0,0.0,0,75.7,7,32.43,27.8,50–75K,Large (10–20K)
102325,20250801,15,3,3,2,60,60 months,15600,14.11,363.87,< 1 year,0,39800,39800,0,15.91,Medium (10–20),5014.98,12889.69,10956.24,1933.45,0.0,0.0,1,10.5,25,39.2,70.23,30–50K,Large (10–20K)
102326,20260101,2,2,3,2,60,60 months,22600,24.05,650.81,10+ years,10,82600,82600,0,14.65,Medium (10–20),15921.99,9622.68,8179.28,1443.4,0.0,0.0,0,93.6,20,27.36,36.19,75–100K,Very Large (20K+)
102327,20250301,12,3,3,2,36,36 months,26800,28.46,1115.22,5 years,5,46300,46300,0,12.51,Medium (10–20),9820.36,20803.0,17682.55,3120.45,0.0,0.0,0,5.6,5,57.88,65.98,30–50K,Very Large (20K+)
102328,20240901,13,3,3,2,60,60 months,3000,15.19,71.67,10+ years,10,31800,31800,0,5.29,Low (0–10),2435.67,669.91,569.42,100.49,0.0,0.0,0,90.4,18,9.43,18.98,30–50K,Small (<5K)
102329,20240701,17,2,3,2,36,36 months,23100,15.43,805.64,7 years,7,54600,54600,0,35.45,Very High (30+),20779.33,2489.45,2116.03,373.42,0.0,0.0,1,41.8,23,42.31,9.16,50–75K,Very Large (20K+)
102330,20250201,7,6,2,2,60,60 months,18000,17.26,449.87,3 years,3,78700,78700,0,30.69,Very High (30+),12325.97,7543.12,6411.65,1131.47,0.0,0.0,1,90.3,25,22.87,35.62,75–100K,Large (10–20K)
102331,20250601,6,3,3,2,36,36 months,7800,22.43,299.62,< 1 year,0,31900,31900,0,28.26,High (20–30),3428.07,4545.56,3863.73,681.83,0.0,0.0,0,28.5,13,24.45,49.54,30–50K,Medium (5–10K)
102332,20260301,20,2,1,2,60,60 months,10100,21.52,276.2,3 years,3,44400,44400,0,4.06,Low (0–10),4337.84,7255.38,6167.07,1088.31,0.0,0.0,1,80.7,19,22.75,61.06,30–50K,Large (10–20K)
102333,20241001,4,3,1,2,60,60 months,22300,17.67,562.28,7 years,7,69200,69200,0,36.11,Very High (30+),18048.44,6700.71,5695.6,1005.11,0.0,0.0,1,62.2,4,32.23,25.54,50–75K,Very Large (20K+)
102334,20251101,15,3,2,2,36,36 months,15400,22.97,595.89,3 years,3,102300,102300,0,3.88,Low (0–10),6376.03,9770.73,8305.12,1465.61,0.0,0.0,0,62.9,5,15.05,53.93,Over 100K,Large (10–20K)
102335,20250701,16,3,1,4,60,60 months,24000,20.74,645.78,7 years,7,83200,83200,0,33.61,Very High (30+),19934.02,4733.04,4023.08,709.96,0.0,0.0,1,47.9,6,28.85,16.76,75–100K,Very Large (20K+)
102336,20260301,9,5,1,2,36,36 months,3900,27.85,161.0,2 years,2,59500,59500,0,25.79,High (20–30),1973.92,2495.76,2121.4,374.36,0.0,0.0,0,43.3,39,6.55,54.39,50–75K,Small (<5K)
102337,20240901,9,6,1,2,36,36 months,25200,18.35,915.47,1 year,1,48100,48100,0,17.1,Medium (10–20),8123.83,19810.31,16838.76,2971.55,0.0,0.0,0,15.1,4,52.39,66.82,30–50K,Very Large (20K+)
102338,20250901,12,4,3,2,36,36 months,29800,28.07,1233.76,2 years,2,59300,59300,0,16.78,Medium (10–20),14382.66,15636.75,13291.24,2345.51,0.0,0.0,0,88.8,37,50.25,44.6,50–75K,Very Large (20K+)
102339,20250901,11,3,2,2,36,36 months,24900,21.14,939.9,2 years,2,79700,79700,0,5.18,Low (0–10),15706.94,10023.45,8519.93,1503.52,0.0,0.0,0,11.2,14,31.24,34.22,75–100K,Very Large (20K+)
102340,20240801,19,7,1,1,36,36 months,9500,29.98,403.19,3 years,3,41400,41400,0,23.74,High (20–30),7628.33,2469.48,2099.06,370.42,673.49,121.23,0,49.6,25,22.95,22.1,30–50K,Medium (5–10K)
102341,20241001,5,4,3,2,60,60 months,15900,23.32,451.16,3 years,3,46700,46700,0,28.91,High (20–30),4835.34,12670.91,10770.27,1900.64,0.0,0.0,0,29.2,23,34.05,67.74,30–50K,Large (10–20K)
102342,20260601,9,5,1,2,36,36 months,17600,13.31,595.64,7 years,7,78500,78500,0,14.05,Medium (10–20),5833.47,11863.09,10083.63,1779.46,0.0,0.0,0,65.5,24,22.42,57.29,75–100K,Large (10–20K)
102343,20250101,13,2,3,2,36,36 months,13300,26.55,539.77,7 years,7,53800,53800,0,31.84,Very High (30+),10876.97,2429.58,2065.14,364.44,0.0,0.0,0,83.4,12,24.72,15.53,50–75K,Large (10–20K)
102344,20250201,24,3,1,2,36,36 months,7000,14.48,240.88,3 years,3,52000,52000,0,26.57,High (20–30),6148.23,1377.15,1170.58,206.57,0.0,0.0,1,16.8,22,13.46,16.72,50–75K,Medium (5–10K)
102345,20241201,22,7,3,2,60,60 months,30100,32.56,1021.69,< 1 year,0,49800,49800,0,37.78,Very High (30+),19933.24,10471.21,8900.53,1570.68,0.0,0.0,1,44.8,17,60.44,29.57,30–50K,Very Large (20K+)
102346,20240801,11,3,1,2,36,36 months,27700,21.94,1057.02,7 years,7,66000,66000,0,37.48,Very High (30+),16010.56,13267.3,11277.2,1990.1,0.0,0.0,2,17.8,37,41.97,40.71,50–75K,Very Large (20K+)
102347,20250101,29,2,3,2,36,36 months,8700,34.61,391.64,7 years,7,81800,81800,0,7.31,Low (0–10),4342.42,5027.59,4273.45,754.14,0.0,0.0,1,79.1,6,10.64,49.12,75–100K,Medium (5–10K)
102348,20260501,1,4,1,2,36,36 months,28300,19.76,1048.27,10+ years,10,88500,88500,0,22.23,High (20–30),23347.76,6182.08,5254.77,927.31,0.0,0.0,0,59.8,37,31.98,18.57,75–100K,Very Large (20K+)
102349,20240801,16,3,3,2,60,60 months,23300,19.4,609.55,1 year,1,51300,51300,0,4.21,Low (0–10),12451.64,13279.1,11287.24,1991.86,0.0,0.0,1,59.6,27,45.42,48.44,50–75K,Very Large (20K+)
102350,20250401,17,7,1,2,60,60 months,18700,13.86,433.76,3 years,3,67100,67100,0,25.52,High (20–30),7656.17,11475.56,9754.23,1721.33,0.0,0.0,2,24.3,37,27.87,52.16,50–75K,Large (10–20K)
102351,20250501,8,6,2,2,60,60 months,15900,29.09,505.57,7 years,7,52500,52500,0,10.32,Medium (10–20),7925.08,9583.87,8146.29,1437.58,0.0,0.0,1,42.3,16,30.29,51.23,50–75K,Large (10–20K)
102352,20250601,33,7,3,2,60,60 months,19000,16.82,470.36,10+ years,10,96000,96000,0,29.97,High (20–30),6706.05,12517.81,10640.14,1877.67,0.0,0.0,2,19.9,34,19.79,56.0,75–100K,Large (10–20K)
102353,20241001,26,4,3,2,36,36 months,3600,17.87,129.91,2 years,2,44700,44700,0,19.44,Medium (10–20),3271.54,478.76,406.95,71.81,0.0,0.0,0,29.4,28,8.05,11.3,30–50K,Small (<5K)
102354,20250301,5,2,3,2,36,36 months,27900,16.52,988.06,10+ years,10,66900,66900,0,33.98,Very High (30+),24742.86,6408.76,5447.45,961.31,0.0,0.0,0,88.7,17,41.7,19.52,50–75K,Very Large (20K+)
102355,20260501,12,1,3,2,36,36 months,27500,11.41,905.66,1 year,1,101900,101900,0,4.37,Low (0–10),19048.97,11277.52,9585.89,1691.63,0.0,0.0,0,42.1,35,26.99,34.86,Over 100K,Very Large (20K+)
102356,20241001,25,4,1,2,60,60 months,11700,33.67,405.33,5 years,5,60400,60400,0,30.13,Very High (30+),7642.22,4554.62,3871.43,683.19,0.0,0.0,1,25.9,25,19.37,33.09,50–75K,Large (10–20K)
102357,20240801,12,5,3,2,36,36 months,18900,16.5,669.14,5 years,5,146500,146500,0,19.83,Medium (10–20),9984.36,11424.93,9711.19,1713.74,0.0,0.0,1,16.9,23,12.9,51.38,Over 100K,Large (10–20K)
102358,20250701,14,3,2,2,60,60 months,3400,26.48,102.77,10+ years,10,52200,52200,0,18.42,Medium (10–20),2659.82,1240.36,1054.31,186.05,0.0,0.0,0,13.0,19,6.51,31.01,50–75K,Small (<5K)
102359,20260101,23,1,3,1,60,60 months,17000,16.43,417.3,7 years,7,51700,51700,0,2.02,Low (0–10),6918.47,11036.54,9381.06,1655.48,152.4,27.43,0,65.2,4,32.88,55.18,50–75K,Large (10–20K)
102360,20240701,15,2,3,2,36,36 months,2300,26.11,92.8,7 years,7,66400,66400,0,31.55,Very High (30+),697.98,1766.52,1501.54,264.98,0.0,0.0,1,60.9,7,3.46,65.28,50–75K,Small (<5K)
102361,20250101,2,3,3,2,60,60 months,33800,12.1,753.57,5 years,5,68700,68700,0,37.63,Very High (30+),21599.85,14574.14,12388.02,2186.12,0.0,0.0,1,50.2,4,49.2,36.65,50–75K,Very Large (20K+)
102362,20260501,19,3,1,2,36,36 months,29500,26.93,1203.24,2 years,2,60200,60200,0,30.5,Very High (30+),20801.36,10929.96,9290.47,1639.49,0.0,0.0,0,55.2,38,49.0,31.49,50–75K,Very Large (20K+)
102363,20250301,2,2,3,2,60,60 months,20400,16.97,506.66,7 years,7,109500,109500,0,13.5,Medium (10–20),14801.78,6813.04,5791.08,1021.96,0.0,0.0,0,60.3,35,18.63,28.39,Over 100K,Very Large (20K+)
102364,20250101,13,6,1,2,60,60 months,28400,10.52,610.71,2 years,2,46500,46500,0,30.16,Very High (30+),20639.86,8433.25,7168.26,1264.99,0.0,0.0,0,58.0,23,61.08,25.24,30–50K,Very Large (20K+)
102365,20250401,12,3,3,2,36,36 months,27000,17.59,970.57,2 years,2,37900,37900,0,17.01,Medium (10–20),12318.22,14961.15,12716.98,2244.17,0.0,0.0,0,52.6,33,71.24,47.1,30–50K,Very Large (20K+)
102366,20250601,23,3,1,2,60,60 months,22200,27.79,688.41,3 years,3,77000,77000,0,26.37,High (20–30),15421.75,8803.65,7483.1,1320.55,0.0,0.0,1,29.9,27,28.83,33.71,75–100K,Very Large (20K+)
102367,20250501,4,1,1,2,36,36 months,31500,24.53,1244.62,7 years,7,80800,80800,0,31.28,Very High (30+),10898.58,25201.32,21421.12,3780.2,0.0,0.0,1,39.0,4,38.99,68.0,75–100K,Very Large (20K+)
102368,20250901,13,1,3,2,60,60 months,13100,25.58,388.97,< 1 year,0,83900,83900,0,25.43,High (20–30),9674.88,3789.25,3220.86,568.39,0.0,0.0,0,79.2,29,15.61,24.59,75–100K,Large (10–20K)
102369,20240701,4,2,2,2,36,36 months,29500,11.92,978.7,< 1 year,0,48300,48300,0,27.84,High (20–30),10514.98,21354.65,18151.45,3203.2,0.0,0.0,0,44.9,31,61.08,61.53,30–50K,Very Large (20K+)
102370,20260401,20,3,3,2,60,60 months,29700,18.01,754.35,1 year,1,173600,149500,1,24.33,High (20–30),9980.35,21045.07,17888.31,3156.76,0.0,0.0,0,87.5,9,17.11,60.23,Over 100K,Very Large (20K+)
102371,20260401,1,2,1,2,60,60 months,34100,18.67,878.39,1 year,1,72100,72100,0,17.69,Medium (10–20),31460.2,3611.58,3069.84,541.74,0.0,0.0,0,22.2,11,47.3,9.0,50–75K,Very Large (20K+)
102372,20260401,27,5,1,2,60,60 months,3500,18.38,89.6,7 years,7,124700,124700,0,22.23,High (20–30),1682.82,2320.08,1972.07,348.01,0.0,0.0,0,40.7,13,2.81,56.34,Over 100K,Small (<5K)
102373,20241001,17,6,1,5,36,36 months,12400,22.82,478.84,5 years,5,44900,44900,0,24.51,High (20–30),7579.6,6191.82,5263.05,928.77,0.0,0.0,0,48.9,27,27.62,42.44,30–50K,Large (10–20K)
102374,20250601,13,1,3,2,36,36 months,29600,16.33,1045.48,2 years,2,54500,54500,0,2.13,Low (0–10),12004.07,19700.5,16745.42,2955.08,0.0,0.0,0,36.9,38,54.31,56.57,50–75K,Very Large (20K+)
102375,20241101,15,7,1,2,36,36 months,26700,20.81,1003.32,10+ years,10,103200,103200,0,26.33,High (20–30),17898.3,10243.88,8707.3,1536.58,0.0,0.0,1,91.4,7,25.87,32.61,Over 100K,Very Large (20K+)
102376,20250201,23,5,3,2,60,60 months,21200,23.58,604.72,5 years,5,74700,74700,0,30.6,Very High (30+),11519.42,12448.55,10581.27,1867.28,0.0,0.0,1,59.2,26,28.38,49.91,50–75K,Very Large (20K+)
102377,20240801,12,3,1,2,60,60 months,34300,14.19,801.48,5 years,5,53500,53500,0,29.65,High (20–30),32525.28,5188.35,4410.1,778.25,0.0,0.0,0,47.8,6,64.11,12.86,50–75K,Very Large (20K+)
102378,20241201,16,4,3,2,36,36 months,21100,31.71,915.6,< 1 year,0,87500,87500,0,17.77,Medium (10–20),13027.79,10315.54,8768.21,1547.33,0.0,0.0,0,34.5,34,24.11,41.56,75–100K,Very Large (20K+)
102379,20260501,9,3,3,2,60,60 months,26200,27.76,811.97,1 year,1,42000,42000,0,35.02,Very High (30+),14635.63,13331.71,11331.95,1999.76,0.0,0.0,1,15.8,27,62.38,43.25,30–50K,Very Large (20K+)
102380,20251201,31,3,3,6,60,60 months,25700,24.7,749.82,5 years,5,103700,103700,0,37.57,Very High (30+),14895.9,12257.02,10418.47,1838.55,0.0,0.0,1,51.5,9,24.78,40.54,Over 100K,Very Large (20K+)
102381,20260601,14,3,2,2,60,60 months,13600,29.26,433.84,5 years,5,40100,40100,0,12.54,Medium (10–20),8773.08,6817.72,5795.06,1022.66,0.0,0.0,0,45.3,30,33.92,42.61,30–50K,Large (10–20K)
102382,20260501,16,4,3,2,60,60 months,29000,18.42,743.05,3 years,3,72400,72400,0,15.55,Medium (10–20),20932.31,10687.05,9083.99,1603.06,0.0,0.0,1,83.3,5,40.06,31.32,50–75K,Very Large (20K+)
102383,20250101,22,7,3,2,60,60 months,32600,13.69,753.32,1 year,1,50200,50200,0,20.33,High (20–30),26611.76,8401.83,7141.56,1260.27,0.0,0.0,1,25.6,26,64.94,21.91,50–75K,Very Large (20K+)
102384,20250401,8,3,3,2,36,36 months,20700,9.13,659.51,1 year,1,51400,51400,0,24.17,High (20–30),6809.99,14801.58,12581.34,2220.24,0.0,0.0,0,48.6,18,40.27,60.78,50–75K,Very Large (20K+)
102385,20251101,24,6,3,2,36,36 months,21700,18.03,784.83,2 years,2,13200,13200,0,8.31,Low (0–10),18962.79,3136.69,2666.19,470.5,0.0,0.0,0,53.4,5,164.39,12.29,Under 30K,Very Large (20K+)
102386,20260301,20,3,3,2,60,60 months,18700,16.78,462.53,< 1 year,0,66800,66800,0,21.93,High (20–30),7154.82,11711.79,9955.02,1756.77,0.0,0.0,0,10.7,7,27.99,53.24,50–75K,Large (10–20K)
102387,20250701,17,4,1,2,36,36 months,24400,17.83,880.04,< 1 year,0,88500,88500,0,19.06,Medium (10–20),15058.76,11862.26,10082.92,1779.34,0.0,0.0,0,42.3,36,27.57,41.32,75–100K,Very Large (20K+)
102388,20260401,13,4,3,2,60,60 months,8900,17.11,221.71,< 1 year,0,57600,57600,0,23.08,High (20–30),4182.46,5106.38,4340.42,765.96,0.0,0.0,1,44.1,21,15.45,48.77,50–75K,Medium (5–10K)
102389,20240801,26,2,1,1,36,36 months,18200,31.18,784.43,< 1 year,0,45300,45300,0,34.48,Very High (30+),15604.58,2762.41,2348.05,414.36,546.98,98.46,1,83.3,28,40.18,12.9,30–50K,Large (10–20K)
102390,20250201,5,3,1,2,60,60 months,34100,27.94,1060.5,3 years,3,51700,51700,0,15.91,Medium (10–20),31332.23,6191.61,5262.87,928.74,0.0,0.0,0,48.0,34,65.96,15.43,50–75K,Very Large (20K+)
102391,20240801,15,2,3,2,60,60 months,18700,10.15,398.7,5 years,5,80100,80100,0,24.5,High (20–30),9011.09,11537.03,9806.48,1730.55,0.0,0.0,1,27.8,13,23.35,52.44,75–100K,Large (10–20K)
102392,20250601,5,2,1,2,36,36 months,25600,13.49,868.62,3 years,3,49000,49000,0,16.09,Medium (10–20),16389.3,10152.01,8629.21,1522.8,0.0,0.0,0,72.5,11,52.24,33.71,30–50K,Very Large (20K+)
102393,20260501,23,2,3,2,36,36 months,25900,33.13,1144.37,5 years,5,40200,40200,0,28.9,High (20–30),19685.28,9335.22,7934.94,1400.28,0.0,0.0,1,88.9,23,64.43,30.64,30–50K,Very Large (20K+)
102394,20251101,4,3,3,2,60,60 months,11400,15.99,277.17,10+ years,10,55000,55000,0,36.62,Very High (30+),5855.48,6652.52,5654.64,997.88,0.0,0.0,0,92.5,6,20.73,49.6,50–75K,Large (10–20K)
102395,20241201,12,2,1,2,60,60 months,6900,11.63,152.2,7 years,7,50500,50500,0,20.79,High (20–30),2849.71,4455.37,3787.06,668.31,0.0,0.0,1,94.9,23,13.66,54.88,50–75K,Medium (5–10K)
102396,20250501,19,3,1,2,36,36 months,6800,18.67,248.13,5 years,5,71500,71500,0,13.04,Medium (10–20),6225.38,781.38,664.17,117.21,0.0,0.0,2,77.6,7,9.51,9.77,50–75K,Medium (5–10K)
102397,20260301,17,5,3,2,60,60 months,5100,22.87,143.39,10+ years,10,55300,55300,0,27.32,High (20–30),3151.98,1989.48,1691.06,298.42,0.0,0.0,2,85.5,12,9.22,33.16,50–75K,Medium (5–10K)
102398,20240701,27,1,3,2,60,60 months,28000,20.28,746.2,< 1 year,0,115700,115700,0,12.62,Medium (10–20),10619.1,20357.91,17304.22,3053.69,0.0,0.0,0,38.2,12,24.2,61.8,Over 100K,Very Large (20K+)
102399,20240701,5,2,1,6,60,60 months,29200,16.43,716.78,< 1 year,0,96700,96700,0,36.41,Very High (30+),26095.77,5066.72,4306.71,760.01,0.0,0.0,2,46.0,21,30.2,14.75,75–100K,Very Large (20K+)
102400,20251001,21,3,3,2,60,60 months,6000,21.03,162.42,5 years,5,64200,64200,0,6.03,Low (0–10),1930.78,4124.67,3505.97,618.7,0.0,0.0,0,72.0,10,9.35,58.43,50–75K,Medium (5–10K)
102401,20260201,8,3,3,2,60,60 months,21500,21.16,583.58,7 years,7,128800,128800,0,18.41,Medium (10–20),8644.0,13231.86,11247.08,1984.78,0.0,0.0,1,70.0,39,16.69,52.31,Over 100K,Very Large (20K+)
102402,20250501,27,5,1,2,36,36 months,32600,34.74,1469.9,1 year,1,72800,72800,0,26.84,High (20–30),29210.39,5455.1,4636.84,818.26,0.0,0.0,0,15.2,18,44.78,14.22,50–75K,Very Large (20K+)
102403,20260301,25,4,3,2,60,60 months,16700,16.08,406.82,10+ years,10,64900,64900,0,5.99,Low (0–10),6638.39,12011.62,10209.88,1801.74,0.0,0.0,0,93.8,12,25.73,61.14,50–75K,Large (10–20K)
102404,20241201,6,7,3,2,36,36 months,9600,17.67,345.48,7 years,7,68500,68500,0,23.37,High (20–30),6688.28,3044.42,2587.76,456.66,0.0,0.0,0,74.6,34,14.01,26.96,50–75K,Medium (5–10K)
102405,20260101,7,2,1,2,36,36 months,25000,20.87,940.21,7 years,7,47300,47300,0,24.26,High (20–30),17531.13,8470.01,7199.51,1270.5,0.0,0.0,1,55.2,29,52.85,28.8,30–50K,Very Large (20K+)
102406,20251101,14,3,3,2,36,36 months,2700,15.4,94.13,5 years,5,75600,75600,0,3.66,Low (0–10),1235.25,1573.56,1337.53,236.03,0.0,0.0,0,19.7,9,3.57,49.54,75–100K,Small (<5K)
102407,20250801,16,7,3,2,60,60 months,15600,21.17,423.53,1 year,1,68700,68700,0,23.05,High (20–30),9066.72,6537.0,5556.45,980.55,0.0,0.0,1,20.2,11,22.71,35.62,50–75K,Large (10–20K)
102408,20250801,8,3,1,2,60,60 months,28200,14.34,661.15,7 years,7,55000,55000,0,25.56,High (20–30),11014.8,18414.75,15652.54,2762.21,0.0,0.0,2,25.9,32,51.27,55.51,50–75K,Very Large (20K+)
102409,20260101,7,4,3,2,36,36 months,21200,9.1,675.14,3 years,3,97500,97500,0,30.87,Very High (30+),7329.17,16829.43,14305.02,2524.41,0.0,0.0,0,84.5,16,21.74,67.48,75–100K,Very Large (20K+)
102410,20250201,8,3,1,2,36,36 months,21400,21.69,813.85,3 years,3,122300,122300,0,9.92,Low (0–10),10672.09,13125.14,11156.37,1968.77,0.0,0.0,0,21.6,33,17.5,52.13,Over 100K,Very Large (20K+)
102411,20250401,32,6,1,1,60,60 months,10100,17.9,255.92,2 years,2,65300,65300,0,35.77,Very High (30+),6783.73,4046.1,3439.18,606.92,917.35,165.12,3,70.6,30,15.47,34.05,50–75K,Large (10–20K)
102412,20250601,3,5,3,2,36,36 months,22200,16.05,781.03,3 years,3,64100,64100,0,20.04,High (20–30),7707.81,16351.06,13898.4,2452.66,0.0,0.0,0,69.6,17,34.63,62.61,50–75K,Very Large (20K+)
102413,20260301,5,6,3,2,36,36 months,3200,12.31,106.76,5 years,5,64700,64700,0,35.15,Very High (30+),2444.13,947.16,805.09,142.07,0.0,0.0,0,59.4,31,4.95,25.16,50–75K,Small (<5K)
102414,20250201,29,2,1,2,36,36 months,5600,19.76,207.43,5 years,5,39100,39100,0,3.35,Low (0–10),2408.5,3382.06,2874.75,507.31,0.0,0.0,4,31.8,38,14.32,51.33,30–50K,Medium (5–10K)
102415,20260401,3,1,3,2,36,36 months,27700,14.96,959.69,7 years,7,89800,89800,0,8.61,Low (0–10),14825.16,16686.67,14183.67,2503.0,0.0,0.0,0,63.7,24,30.85,51.2,75–100K,Very Large (20K+)
102416,20241101,17,3,1,2,36,36 months,31300,17.29,1120.45,< 1 year,0,120500,120500,0,25.8,High (20–30),22923.24,11330.26,9630.72,1699.54,0.0,0.0,0,37.2,21,25.98,30.77,Over 100K,Very Large (20K+)
102417,20250501,18,6,2,2,60,60 months,23200,30.89,763.33,5 years,5,57800,57800,0,27.15,High (20–30),8481.13,14963.9,12719.31,2244.59,0.0,0.0,1,87.6,18,40.14,54.82,50–75K,Very Large (20K+)
102418,20251001,14,1,3,2,36,36 months,4400,17.2,157.31,7 years,7,24300,24300,0,14.37,Medium (10–20),3009.63,1991.62,1692.88,298.74,0.0,0.0,1,82.3,3,18.11,38.47,Under 30K,Small (<5K)
102419,20250501,21,5,3,2,36,36 months,14700,25.03,584.7,10+ years,10,52600,52600,0,28.75,High (20–30),11091.76,5641.55,4795.32,846.23,0.0,0.0,1,86.9,19,27.95,32.62,50–75K,Large (10–20K)
102420,20260601,20,1,3,2,36,36 months,17300,15.54,604.3,10+ years,10,60900,60900,0,20.58,High (20–30),10010.18,9645.11,8198.34,1446.77,0.0,0.0,0,47.8,7,28.41,47.39,50–75K,Large (10–20K)
102421,20260401,13,4,3,2,60,60 months,20900,11.87,463.54,10+ years,10,70000,70000,0,15.08,Medium (10–20),8261.28,13848.71,11771.4,2077.31,0.0,0.0,0,53.3,11,29.86,56.32,50–75K,Very Large (20K+)
102422,20240901,3,3,1,2,36,36 months,8700,24.9,345.45,< 1 year,0,60500,60500,0,8.46,Low (0–10),5930.79,2786.79,2368.77,418.02,0.0,0.0,0,31.0,25,14.38,27.23,50–75K,Medium (5–10K)
102423,20250701,10,2,1,6,60,60 months,33800,9.15,704.1,5 years,5,29300,29300,0,28.97,High (20–30),27891.13,10482.12,8909.8,1572.32,0.0,0.0,0,16.0,9,115.36,26.36,Under 30K,Very Large (20K+)
102424,20260601,3,4,3,2,60,60 months,19200,7.61,385.73,1 year,1,37600,37600,0,15.97,Medium (10–20),14911.37,5131.75,4361.99,769.76,0.0,0.0,0,78.9,17,51.06,22.72,30–50K,Large (10–20K)
102425,20240701,9,3,2,2,60,60 months,2400,16.99,59.63,10+ years,10,89500,89500,0,16.31,Medium (10–20),1376.92,1314.72,1117.51,197.21,0.0,0.0,0,52.8,39,2.68,46.56,75–100K,Small (<5K)
102426,20260401,23,4,2,2,36,36 months,33200,12.99,1118.48,1 year,1,93300,93300,0,27.39,High (20–30),28620.72,7327.05,6227.99,1099.06,0.0,0.0,0,23.8,36,35.58,18.76,75–100K,Very Large (20K+)
102427,20250101,11,3,1,2,36,36 months,32200,20.42,1203.57,3 years,3,52500,52500,0,11.55,Medium (10–20),27369.03,4984.3,4236.65,747.65,0.0,0.0,0,72.5,13,61.33,13.16,50–75K,Very Large (20K+)
102428,20250401,4,6,1,6,60,60 months,23100,10.22,493.31,5 years,5,83800,83800,0,35.69,Very High (30+),21356.09,3846.82,3269.8,577.02,0.0,0.0,1,27.0,5,27.57,14.15,75–100K,Very Large (20K+)
102429,20260101,21,3,1,2,60,60 months,27800,14.59,655.39,5 years,5,53400,53400,0,16.85,Medium (10–20),8363.42,19807.55,16836.42,2971.13,0.0,0.0,0,82.8,4,52.06,60.56,50–75K,Very Large (20K+)
102430,20240901,13,2,3,2,60,60 months,16900,21.76,464.46,3 years,3,34600,34600,0,22.27,High (20–30),8260.21,9787.6,8319.46,1468.14,0.0,0.0,1,80.6,20,48.84,49.23,30–50K,Large (10–20K)
102431,20260401,27,2,1,2,36,36 months,9900,16.45,350.26,7 years,7,41800,41800,0,6.4,Low (0–10),7400.38,3443.35,2926.85,516.5,0.0,0.0,1,58.3,39,23.68,29.56,30–50K,Medium (5–10K)
102432,20240901,28,1,2,2,60,60 months,13900,19.04,360.88,< 1 year,0,47800,47800,0,4.15,Low (0–10),9198.84,6393.3,5434.31,958.99,0.0,0.0,1,46.4,26,29.08,39.1,30–50K,Large (10–20K)
